request_type,date_from,date_to,count,status_code,fetch_status,message,process_date,doc_id,doc_type_code,filer_name,filer_name_eng,edinet_code,sec_code,period_start,period_end,submit_date_time,form_code,seq_number,fund_code,doc_description,jcn,xbrl_flag,pdf_flag,csv_flag
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100TLQ4,120,三菱ＵＦＪアセットマネジメント株式会社,"Mitsubishi UFJ Asset Management Co., Ltd.",E11518,,2023-10-17,2024-04-15,2024-07-12 09:24:00,07A000,220,G07670,有価証券報告書（内国投資信託受益証券）－第29期(2023/10/17－2024/04/15),9010001034450,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100TLQ5,040,三菱ＵＦＪアセットマネジメント株式会社,"Mitsubishi UFJ Asset Management Co., Ltd.",E11518,,,,2024-07-12 09:25:00,04A001,221,G07670,訂正有価証券届出書（内国投資信託受益証券）,9010001034450,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100TLM7,120,三菱ＵＦＪアセットマネジメント株式会社,"Mitsubishi UFJ Asset Management Co., Ltd.",E11518,,2023-10-14,2024-04-15,2024-07-12 09:27:00,07A000,224,G08816,有価証券報告書（内国投資信託受益証券）－第24期(2023/10/14－2024/04/15),9010001034450,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100TZ9O,120,ちばぎんアセットマネジメント株式会社,"Chibagin Asset Management Co., Ltd.",E31678,,2023-10-17,2024-04-15,2024-07-12 09:27:00,07A000,225,G12397,有価証券報告書（内国投資信託受益証券）－第15期(2023/10/17－2024/04/15),9010601038669,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100TLM1,030,三菱ＵＦＪアセットマネジメント株式会社,"Mitsubishi UFJ Asset Management Co., Ltd.",E11518,,,,2024-07-12 09:27:00,04A000,228,G08816,有価証券届出書（内国投資信託受益証券）,9010001034450,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U13O,140,株式会社サンエー,"San-A Co., Ltd.",E03352,26590,2024-03-01,2024-05-31,2024-07-12 09:27:00,043000,229,,四半期報告書－第55期第1四半期(2024/03/01－2024/05/31),5360001008803,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100TZ80,030,ちばぎんアセットマネジメント株式会社,"Chibagin Asset Management Co., Ltd.",E31678,,,,2024-07-12 09:28:00,04A000,230,G12397,有価証券届出書（内国投資信託受益証券）,9010601038669,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100TLM9,120,三菱ＵＦＪアセットマネジメント株式会社,"Mitsubishi UFJ Asset Management Co., Ltd.",E11518,,2023-04-14,2024-04-15,2024-07-12 09:28:00,07A000,231,G12990,有価証券報告書（内国投資信託受益証券）－第6期(2023/04/14－2024/04/15),9010001034450,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100TZWJ,160,アセットマネジメントＯｎｅ株式会社,"Asset Management One Co., Ltd.",E10677,,2023-10-13,2024-10-15,2024-07-12 09:28:00,10A000,232,G12483,半期報告書（内国投資信託受益証券）－第8期(2023/10/13－2024/10/15),9010001021473,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100TMF2,180,三菱ＵＦＪアセットマネジメント株式会社,"Mitsubishi UFJ Asset Management Co., Ltd.",E11518,,,,2024-07-12 09:29:00,995000,234,G12990,臨時報告書（内国特定有価証券）,9010001034450,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100TLM8,030,三菱ＵＦＪアセットマネジメント株式会社,"Mitsubishi UFJ Asset Management Co., Ltd.",E11518,,,,2024-07-12 09:29:00,04A000,235,G12990,有価証券届出書（内国投資信託受益証券）,9010001034450,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U1EY,140,イオンモール株式会社,"Aeon Mall Co., Ltd.",E04002,89050,2024-03-01,2024-05-31,2024-07-12 09:30:00,043000,236,,四半期報告書－第114期第1四半期(2024/03/01－2024/05/31),5040001000461,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U0XP,140,株式会社アルバイトタイムス,"Part-time jobs Co., Ltd.",E05316,23410,2024-03-01,2024-05-31,2024-07-12 09:30:00,043000,237,,四半期報告書－第52期第1四半期(2024/03/01－2024/05/31),8010001084372,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U1A2,140,株式会社ＹＥ　ＤＩＧＩＴＡＬ,"YE DIGITAL Co., Ltd.",E05328,23540,2024-03-01,2024-05-31,2024-07-12 09:30:00,043000,239,,四半期報告書－第48期第1四半期(2024/03/01－2024/05/31),7290801010765,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100TYSW,030,三井住友トラスト・アセットマネジメント株式会社,"Sumitomo Mitsui Trust Asset Management Co., Ltd.",E12444,,,,2024-07-12 09:31:00,04A000,240,G04623,有価証券届出書（内国投資信託受益証券）,8010001114914,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100TZWH,030,アセットマネジメントＯｎｅ株式会社,"Asset Management One Co., Ltd.",E10677,,,,2024-07-12 09:31:00,04A000,241,G12483,有価証券届出書（内国投資信託受益証券）,9010001021473,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100TZ5S,040,農林中金全共連アセットマネジメント株式会社,"Norinchukin Zenkyoren Asset Management Co., Ltd.",E12882,,,,2024-07-12 09:31:00,04A001,242,G10273,訂正有価証券届出書（内国投資信託受益証券）,7010001054095,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U1N3,140,株式会社マルマエ,"Marumae Co., Ltd.",E01465,62640,2024-03-01,2024-05-31,2024-07-12 09:31:00,043000,244,,四半期報告書－第37期第3四半期(2024/03/01－2024/05/31),2340001011885,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100TZU4,160,アセットマネジメントＯｎｅ株式会社,"Asset Management One Co., Ltd.",E10677,,2023-10-13,2024-10-15,2024-07-12 09:32:00,10A000,247,G11471,半期報告書（内国投資信託受益証券）－第9期(2023/10/13－2024/10/15),9010001021473,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100TZU3,030,アセットマネジメントＯｎｅ株式会社,"Asset Management One Co., Ltd.",E10677,,,,2024-07-12 09:32:00,04A000,250,G11471,有価証券届出書（内国投資信託受益証券）,9010001021473,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U0V1,140,株式会社ピックルスホールディングス,"Pickles Holdings Co., Ltd.",E37741,29350,2024-03-01,2024-05-31,2024-07-12 09:33:00,043000,251,,四半期報告書－第3期第1四半期(2024/03/01－2024/05/31),8030001149933,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100TZ84,140,岡谷鋼機株式会社,"Okaya Koki Co., Ltd.",E02553,74850,2024-03-01,2024-05-31,2024-07-12 09:35:00,043000,255,,四半期報告書－第89期第1四半期(2024/03/01－2024/05/31),7180001034964,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100TZ6P,040,農林中金全共連アセットマネジメント株式会社,"Norinchukin Zenkyoren Asset Management Co., Ltd.",E12882,,,,2024-07-12 09:35:00,04A001,256,G13232,訂正有価証券届出書（内国投資信託受益証券）,7010001054095,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U1DG,140,株式会社ジェーソン,"Jason Co., Ltd.",E03509,30800,2024-03-01,2024-05-31,2024-07-12 09:38:00,043000,259,,四半期報告書－第40期第1四半期(2024/03/01－2024/05/31),7040001067160,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U1E1,140,株式会社ライフコーポレーション,"Life Corporation Co., Ltd.",E03083,81940,2024-03-01,2024-05-31,2024-07-12 09:38:00,043000,260,,四半期報告書－第70期第1四半期(2024/03/01－2024/05/31),9010001060208,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100TWAG,120,ニッセイアセットマネジメント株式会社,"Nissay Asset Management Co., Ltd.",E12453,,2023-10-17,2024-04-15,2024-07-12 09:38:00,07A000,261,G08438,有価証券報告書（内国投資信託受益証券）－第26期(2023/10/17－2024/04/15),9010001025953,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100TWAZ,030,ニッセイアセットマネジメント株式会社,"Nissay Asset Management Co., Ltd.",E12453,,,,2024-07-12 09:40:00,04A000,266,G08438,有価証券届出書（内国投資信託受益証券）,9010001025953,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U1N8,140,株式会社ヨンドシーホールディングス,"Yondoshi Holdings Co., Ltd.",E02621,80080,2024-03-01,2024-05-31,2024-07-12 09:41:00,043000,267,,四半期報告書－第75期第1四半期(2024/03/01－2024/05/31),3010701025184,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100TWBE,120,ニッセイアセットマネジメント株式会社,"Nissay Asset Management Co., Ltd.",E12453,,2023-10-17,2024-04-15,2024-07-12 09:42:00,07A000,268,G08530,有価証券報告書（内国投資信託受益証券）－第25期(2023/10/17－2024/04/15),9010001025953,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U1KN,140,株式会社ジーフット,"G-Foot Co., Ltd.",E03370,26860,2024-03-01,2024-05-31,2024-07-12 09:44:00,043000,270,,四半期報告書－第54期第1四半期(2024/03/01－2024/05/31),1180001004741,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100TWBQ,030,ニッセイアセットマネジメント株式会社,"Nissay Asset Management Co., Ltd.",E12453,,,,2024-07-12 09:44:00,04A000,271,G08530,有価証券届出書（内国投資信託受益証券）,9010001025953,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U0H1,140,株式会社サイゼリヤ,"Saizeriya Co., Ltd.",E03305,75810,2024-03-01,2024-05-31,2024-07-12 09:49:00,043000,277,,四半期報告書－第52期第3四半期(2024/03/01－2024/05/31),8030001065552,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U1NS,140,川崎地質株式会社,"Kawasaki Geology Co., Ltd.",E04987,46730,2024-03-01,2024-05-31,2024-07-12 09:49:00,043000,278,,四半期報告書－第74期第2四半期(2024/03/01－2024/05/31),7010401037591,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U1IG,140,株式会社ナルミヤ・インターナショナル,"Narumiya International Co., Ltd.",E34249,92750,2024-03-01,2024-05-31,2024-07-12 09:52:00,043000,281,,四半期報告書－第9期第1四半期(2024/03/01－2024/05/31),6010001176345,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U0SS,140,株式会社天満屋ストア,"Tenmaya Store Co., Ltd.",E03146,98460,2024-03-01,2024-05-31,2024-07-12 09:52:00,043000,282,,四半期報告書－第56期第1四半期(2024/03/01－2024/05/31),5260001004556,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U1O0,140,セントラル警備保障株式会社,"Central Security Security Co., Ltd.",E04799,97400,2024-03-01,2024-05-31,2024-07-12 09:54:00,043000,285,,四半期報告書－第53期第1四半期(2024/03/01－2024/05/31),9011101011216,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U1OF,140,株式会社ヤマザワ,"Yamazawa Co., Ltd.",E03228,99930,2024-03-01,2024-05-31,2024-07-12 09:54:00,043000,286,,四半期報告書－第63期第1四半期(2024/03/01－2024/05/31),9390001002171,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U18I,140,暁飯島工業株式会社,"Akatsuki Iijima Kogyo Co., Ltd.",E00246,19970,2024-03-01,2024-05-31,2024-07-12 09:57:00,043000,289,,四半期報告書－第71期第3四半期(2024/03/01－2024/05/31),7050001000351,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100TZMV,030,スカイオーシャン・アセットマネジメント株式会社,"Sky Ocean Asset Management Co., Ltd.",E31533,,,,2024-07-12 09:58:00,04A000,290,G13499,有価証券届出書（内国投資信託受益証券）,1020001108566,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U1IL,140,株式会社技研製作所,"Giken Seisakusho Co., Ltd.",E01690,62890,2024-03-01,2024-05-31,2024-07-12 10:00:00,043000,294,,四半期報告書－第43期第3四半期(2024/03/01－2024/05/31),5490001000359,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U1FI,140,株式会社コジマ,"Kojima Co., Ltd.",E03270,75130,2024-03-01,2024-05-31,2024-07-12 10:00:00,043000,295,,四半期報告書－第62期第3四半期(2024/03/01－2024/05/31),2060001001667,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U1DM,140,株式会社ポプラ,"Poplar Co., Ltd.",E03312,76010,2024-03-01,2024-05-31,2024-07-12 10:00:00,043000,296,,四半期報告書－第50期第1四半期(2024/03/01－2024/05/31),9240001010841,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U1C1,140,株式会社ウエストホールディングス,"West Holdings Co., Ltd.",E00327,14070,2024-03-01,2024-05-31,2024-07-12 10:00:00,043000,300,,四半期報告書－第19期第3四半期(2024/03/01－2024/05/31),9240001016913,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100TZND,120,スカイオーシャン・アセットマネジメント株式会社,"Sky Ocean Asset Management Co., Ltd.",E31533,,2023-04-18,2024-04-15,2024-07-12 10:01:00,07A000,304,G13499,有価証券報告書（内国投資信託受益証券）－第5期(2023/04/18－2024/04/15),1020001108566,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U1H5,140,株式会社コックス,"Cox Co., Ltd.",E03163,98760,2024-03-01,2024-05-31,2024-07-12 10:02:00,043000,305,,四半期報告書－第52期第1四半期(2024/03/01－2024/05/31),9010001141445,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U1NE,140,株式会社壱番屋,"Ichibanya Co., Ltd.",E03329,76300,2024-03-01,2024-05-31,2024-07-12 10:02:00,043000,306,,四半期報告書－第43期第1四半期(2024/03/01－2024/05/31),4180001082132,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U1P3,120,ワイエムアセットマネジメント株式会社,"YM Asset Management Co., Ltd.",E32437,,2023-10-21,2024-04-22,2024-07-12 10:05:00,07A000,313,G12505,有価証券報告書（内国投資信託受益証券）－第14期(2023/10/21－2024/04/22),2250001015730,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U1LI,140,株式会社フィル・カンパニー,"Phil Company Co., Ltd.",E32571,32670,2024-03-01,2024-05-31,2024-07-12 10:08:00,043000,315,,四半期報告書－第20期第2四半期(2024/03/01－2024/05/31),6010001141308,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U1DJ,120,エスエムティー・ファンド・サービシーズ（アイルランド）リミテッド,SMT Fund Services (Ireland) Limited,E14857,,2023-01-16,2024-01-15,2024-07-12 10:08:00,07C000,316,G06194,有価証券報告書（外国投資信託受益証券）－第20期(2023/01/16－2024/01/15),,False,True,False
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U0Y8,140,株式会社スリーエフ,"Three F Co., Ltd.",E03286,75440,2024-03-01,2024-05-31,2024-07-12 10:08:00,043000,317,,四半期報告書－第44期第1四半期(2024/03/01－2024/05/31),5020001027135,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U1DD,030,エスエムティー・ファンド・サービシーズ（アイルランド）リミテッド,SMT Fund Services (Ireland) Limited,E14857,,,,2024-07-12 10:09:00,04C000,319,G06194,有価証券届出書（外国投資信託受益証券）,,False,True,False
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U1KV,140,株式会社ランド,"Land Co., Ltd.",E04015,89180,2024-03-01,2024-05-31,2024-07-12 10:10:00,043000,322,,四半期報告書－第29期第1四半期(2024/03/01－2024/05/31),7020001031746,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U1PC,140,マニー株式会社,"Manny Co., Ltd.",E02340,77300,2024-03-01,2024-05-31,2024-07-12 10:11:00,043000,324,,四半期報告書－第65期第3四半期(2024/03/01－2024/05/31),4060001005922,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U1PF,030,ワイエムアセットマネジメント株式会社,"YM Asset Management Co., Ltd.",E32437,,,,2024-07-12 10:11:00,04A000,325,G12505,有価証券届出書（内国投資信託受益証券）,2250001015730,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U1OX,180,株式会社琉球銀行,"Ryukyu Bank Co., Ltd.",E03602,83990,,,2024-07-12 10:12:00,053000,326,,臨時報告書,6360001000404,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U1IY,140,株式会社ジェイグループホールディングス,"J Group Holdings Co., Ltd.",E03495,30630,2024-03-01,2024-05-31,2024-07-12 10:13:00,043000,327,,四半期報告書－第24期第1四半期(2024/03/01－2024/05/31),8180001050135,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U18Z,140,株式会社東天紅,"Totenko Co., Ltd.",E04784,81810,2024-03-01,2024-05-31,2024-07-12 10:15:00,043000,330,,四半期報告書－第69期第1四半期(2024/03/01－2024/05/31),5010501016225,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U1CP,140,株式会社ティムコ,"Timco Co., Ltd.",E02848,75010,2024-03-01,2024-05-31,2024-07-12 10:16:00,043000,332,,四半期報告書－第55期第2四半期(2024/03/01－2024/05/31),6010601021421,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U1PY,160,ワイエムアセットマネジメント株式会社,"YM Asset Management Co., Ltd.",E32437,,2023-10-24,2024-04-23,2024-07-12 10:17:00,10A000,334,G13579,半期報告書（内国投資信託受益証券）－第5期(2023/10/24－2024/04/23),2250001015730,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100TZNM,140,株式会社クリーク・アンド・リバー社,"Creek and River Co., Ltd.",E05096,47630,2024-03-01,2024-05-31,2024-07-12 10:18:00,043000,336,,四半期報告書－第35期第1四半期(2024/03/01－2024/05/31),1010001101101,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U18S,140,アルテック株式会社,"Artec Co., Ltd.",E02774,99720,2024-03-01,2024-05-31,2024-07-12 10:19:00,043000,338,,四半期報告書－第49期第2四半期(2024/03/01－2024/05/31),6010001142875,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U1PT,140,イオンフィナンシャルサービス株式会社,"Aeon Financial Service Co., Ltd.",E04912,85700,2024-03-01,2024-05-31,2024-07-12 10:21:00,043000,343,,四半期報告書－第44期第1四半期(2024/03/01－2024/05/31),2010001010887,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U1QE,040,ワイエムアセットマネジメント株式会社,"YM Asset Management Co., Ltd.",E32437,,,,2024-07-12 10:24:00,04A001,346,G13579,訂正有価証券届出書（内国投資信託受益証券）,2250001015730,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U1OP,140,株式会社薬王堂ホールディングス,"Yakuodo Holdings Co., Ltd.",E34943,76790,2024-03-01,2024-05-31,2024-07-12 10:27:00,043000,350,,四半期報告書－第6期第1四半期(2024/03/01－2024/05/31),5400001014747,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U14X,130,株式会社マースグループホールディングス,"Mars Group Holdings Co., Ltd.",E02424,64190,,,2024-07-12 10:29:00,030001,354,,訂正有価証券報告書－第50期(2023/04/01－2024/03/31),7011101019888,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U1AG,140,株式会社アダストリア,"Adastria Co., Ltd.",E03368,26850,2024-03-01,2024-05-31,2024-07-12 10:30:00,043000,355,,四半期報告書－第75期第1四半期(2024/03/01－2024/05/31),1050001002254,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U1QF,140,川上塗料株式会社,"Kawakami Paint Co., Ltd.",E00896,46160,2024-03-01,2024-05-31,2024-07-12 10:30:00,043000,356,,四半期報告書－第110期第2四半期(2024/03/01－2024/05/31),4140001048351,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U106,140,株式会社カンセキ,"Kanseki Co., Ltd.",E03179,99030,2024-03-01,2024-05-31,2024-07-12 10:32:00,043000,359,,四半期報告書－第51期第1四半期(2024/03/01－2024/05/31),8060001001208,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U0S6,140,株式会社クラウディアホールディングス,"Claudia Holdings Co., Ltd.",E00617,36070,2024-03-01,2024-05-31,2024-07-12 10:35:00,043000,364,,四半期報告書－第48期第3四半期(2024/03/01－2024/05/31),9130001000639,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U1JL,180,東ソー株式会社,Tosoh Corporation,E00767,40420,,,2024-07-12 10:40:00,053000,368,,臨時報告書,5250001010002,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U1OG,130,株式会社キャリアインデックス,"Career Index Co., Ltd.",E32795,65380,,,2024-07-12 10:44:00,030001,369,,訂正有価証券報告書－第19期(2023/04/01－2024/03/31),4010401081592,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U1S9,140,株式会社ベルク,"Belk Co., Ltd.",E03216,99740,2024-03-01,2024-05-31,2024-07-12 10:49:00,043000,373,,四半期報告書－第66期第1四半期(2024/03/01－2024/05/31),8030001085963,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U10R,140,株式会社ホテル、ニューグランド,"Hotel Co., Ltd., New Grand",E04566,97200,2024-03-01,2024-05-31,2024-07-12 10:50:00,043000,375,,四半期報告書－第147期第2四半期(2024/03/01－2024/05/31),7020001028858,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100TZ7K,120,トヨタ　モーター　クレジット　コーポレーション,Toyota Motor Credit Corporation,E05904,,2023-04-01,2024-03-31,2024-07-12 10:51:00,080000,378,,有価証券報告書,,False,True,False
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U19B,140,株式会社ハイデイ日高,"Hiday Hidaka Co., Ltd.",E03318,76110,2024-03-01,2024-05-31,2024-07-12 10:54:00,043000,381,,四半期報告書－第47期第1四半期(2024/03/01－2024/05/31),1030001006892,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U1GE,140,株式会社トランザクション,"Transaction Co., Ltd.",E24753,78180,2024-03-01,2024-05-31,2024-07-12 10:59:00,043000,385,,四半期報告書－第38期第3四半期(2024/03/01－2024/05/31),4011001032309,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U1SF,040,株式会社Ｆａｂｅｒ　Ｃｏｍｐａｎｙ,Faber Company,E39778,,,,2024-07-12 11:00:00,024001,388,,訂正有価証券届出書（新規公開時）,5010401064118,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U1IU,130,株式会社ジーニー,"Genie Co., Ltd.",E33615,65620,,,2024-07-12 11:03:00,030001,393,,訂正有価証券報告書－第14期(2023/04/01－2024/03/31),7010401087406,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U0OA,140,株式会社明光ネットワークジャパン,"Meiko Network Japan Co., Ltd.",E04981,46680,2024-03-01,2024-05-31,2024-07-12 11:08:00,043000,398,,四半期報告書－第40期第3四半期(2024/03/01－2024/05/31),5011101055381,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U1SM,140,株式会社　ヒマラヤ,"Himalaya Co., Ltd.",E03271,75140,2024-03-01,2024-05-31,2024-07-12 11:17:00,043000,402,,四半期報告書－第49期第3四半期(2024/03/01－2024/05/31),9200001004384,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U185,140,株式会社歌舞伎座,"Kabukiza Co., Ltd.",E04606,96610,2024-03-01,2024-05-31,2024-07-12 11:27:00,043000,408,,四半期報告書－第101期第1四半期(2024/03/01－2024/05/31),1010001034763,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U1TP,140,株式会社日本色材工業研究所,"Japan Color Materials Industrial Research Institute Co., Ltd.",E01040,49200,2024-03-01,2024-05-31,2024-07-12 11:36:00,043000,410,,四半期報告書－第68期第1四半期(2024/03/01－2024/05/31),1010401022715,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U1JQ,130,美津濃株式会社,"Mitsuno Co., Ltd.",E03036,80220,,,2024-07-12 11:46:00,030001,413,,訂正有価証券報告書－第111期(2023/04/01－2024/03/31),4120001077559,True,True,True
